"bookname";"price";"author";"data";"public"
"【当当网图书】【旗舰店正版】基于Python的金融分析与风险管理 斯文著 科技金融大数据风控金融分析教程量化交易金融市场";122.65;"斯文";"Unknow";"人民邮电出版社"
"【当当网图书】【旗舰店正版】基于Python的金融分析与风险管理/Python金融实战案例精粹 python金融大数据分";243.24;"斯文";"Unknow";"人民邮电出版社"
"【当当网图书】【旗舰店正版】深入理解Python特性 python程序设计基础流畅的python深度学习机器学习爬虫py";52.69;"达恩・巴德尔";"Unknow";"人民邮电出版社"
"【当当网图书】【旗舰店正版】趣学Python 教孩子学编程 青少年编程从入门到精通 零基础自学Python编程开发入门到";67.43;"Unknow";"Unknow";"人民邮电出版社"
"【当当网图书】【旗舰店正版】趣学Python编程 少儿编程入门图书 学计算机编程教程书籍从 青少年编程 教程书籍";48.63;"Jason";"Unknow";"人民邮电出版社"
"【当当网图书】【旗舰店正版】青少年Python编程入门 中小学SETM创新教育图书 Python自学入门 自学编程入门程";48.71;"左利鑫";"Unknow";"人民邮电出版社"
"【当当网图书】【旗舰店正版】青少年学Python 编程真好玩 趣学Python 全彩印刷 赠教学视频 Python编程从";83.11;"阿里斯提德・波拉斯";"Unknow";"人民邮电出版社"
"【当当网图书】【旗舰店正版2册】笨办法学Python 3基础篇+进阶篇 python基础编程python从入门到实践py";95.04;"泽德";"Unknow";"人民邮电出版社"
"【当当网图书】【游戏编程三剑客】Python游戏编程入门/C++游戏编程入门 第4版/游戏编程入门 第4版 游戏编程从入";149.48;"Jonathan";"Unknow";"人民邮电出版社"
"【当当网图书】2021新版Python编程从入门到实践第2版 python3编程从入门到实战程序设计基础从入门到精通核心";111.89;"Eric";"Unknow";"人民邮电出版社"
"【当当网图书】Python 3 基础教程（第2版）（慕课版）9787115531292 刘凡馨 夏帮贵 人民邮电出版社";61.27;"刘凡馨";"Unknow";"人民邮电出版社"
"【当当网图书】Python 3 基础教程实验指导与习题集（微课版）9787115539755 刘凡馨 夏帮贵 人民邮电出";37.87;"刘凡馨";"Unknow";"人民邮电出版社"
"【当当网图书】Python 3 程序设计学习指导与习题解答";55.65;"郭瑾";"Unknow";"人民邮电出版社"
"【当当网图书】Python Qt GUI与数据可视化编程 pyqt5教程书籍 pyqt5快速开发与实战Qt5 GUI快速";109.55;"王维波";"Unknow";"人民邮电出版社"
"【当当网图书】Python3程序设计 唐永华 刘德山 李玲计算机等级考试二级 本科计算机教材 人民邮电出版社 97871";61.27;"Unknow";"Unknow";"人民邮电出版社"
"【当当网图书】Python图形化编程 学科项目式编程 五年级 小学生人工智能编程启蒙书籍青少年程序设计入门教材逻辑思维能";32.33;"Unknow";"Unknow";"电子工业出版社"
"【当当网图书】Python基础与大数据应用 丁辉 9787115517388 人民邮电出版社";72.97;"丁辉";"Unknow";"人民邮电出版社"
"【当当网图书】Python基础教程 第3三版 python3核心编程从入门到实践python学习手册零基础入门学习Pyt";116.57;"芒努斯・利・海特兰德";"Unknow";"人民邮电出版社"
"【当当网图书】Python大数据分析与挖掘实战（微课版）黄恒秋 莫洁安 谢东津 张良均 苏颖 9787115542403";72.97;"黄恒秋";"Unknow";"人民邮电出版社"
"【当当网图书】Python快速编程入门（*2版）9787115547521 黑马程序员 人民邮电出版社";61.27;"Unknow";"2021-01-01";"人民邮电出版社"
"【当当网图书】Python数学编程 Python编程从入门到实践Python基础教程 Python数据分析数据科学实战快";62.75;"阿米特・萨哈";"Unknow";"人民邮电出版社"
"【当当网图书】Python数据分析 活用Pandas库 数据科学教程数据分析入门图书 Python编程入门数据处理 py";72.42;"丹尼尔・陈";"Unknow";"人民邮电出版社"
"【当当网图书】Python数据分析、挖掘与可视化 慕课版 董付国本科计算机 董付国 9787115523617 人民邮电";61.27;"董付国";"Unknow";"人民邮电出版社"
"【当当网图书】Python数据可视化编程实战 第2版 数据分析处理教程 数据科学 matplotlib教程书籍";83.73;"伊戈尔・米洛瓦诺维奇";"Unknow";"人民邮电出版社"
"【当当网图书】Python数据挖掘入门与实践 第二版 第2版 python数据分析教程书籍 大数据处理分析 数据挖掘 网";83.11;"罗伯特・莱顿";"Unknow";"人民邮电出版社"
"【当当网图书】Python数据结构与算法分析第2二版 数据结构算法入门 python语言实现 Python编程入门进阶图";64.62;"布拉德利・米勒";"Unknow";"人民邮电出版社"
"【当当网图书】Python深度学习入门 从零构建CNN和RNN 人工智能PyTorch神经网络架构编程计算机器学习图像处";85.37;"塞思・韦德曼";"2021-02-01";"人民邮电出版社"
"【当当网图书】Python渗透测试实战 黑客攻防技术python编程从入门到实践语言程序设计零基础自学编程教程爬虫计算机";91.61;"李华峰";"Unknow";"人民邮电出版社"
"【当当网图书】Python游戏趣味编程 少儿编程入门教程书籍青少年编程真好玩中小学编程自学Python少儿趣味编程";67.58;"童晶";"Unknow";"人民邮电出版社"
"【当当网图书】Python编程从入门到实践第2版/Python编程快速上手第2版/Python极客项目编程入门零基础自学";252.29;"埃里克・马瑟斯";"Unknow";"人民邮电出版社"
"【当当网图书】Python编程从入门到精通 python教程自学全套 编程入门零基础自学python语言程序设计基础教程";49.49;"叶维忠";"Unknow";"人民邮电出版社"
"【当当网图书】Python编程从零基础到项目实战(微课视频版)(第2版)python3.6 python书籍 pytho";99.41;"Unknow";"2021-10-01";"中国水利水电出版社"
"【当当网图书】Python编程实战 妙趣横生的项目之旅 编程入门实践到精通零基础自学 python 计算机语言程序设计编";80.84;"李・沃恩";"2021-07-01";"人民邮电出版社"
"【当当网图书】Python编程导论 第2版 MIT热门MOOC教材Python3为例掌握使用各种计算技术python语言";73.2;"Unknow";"Unknow";"人民邮电出版社"
"【当当网图书】Python编程快速上手 第2版 让繁琐工作自动化 Python语言基础教程书籍 python编程入门实用";84.9;"Sweigart";"Unknow";"人民邮电出版社"
"【当当网图书】Python编程快速上手让繁琐工作自动化 第2二版 python从入门到精通爬虫零基础自学编程开发计算机电";72.42;"阿尔・斯维加特";"2021-03-01";"人民邮电出版社"
"【当当网图书】Python编程无师自通 专业程序员的养成 Python3编程从入门到精通实践基础教程程序设计核心编程开发";62.75;"科里";"Unknow";"人民邮电出版社"
"【当当网图书】Python股票量化交易从入门到实践 股票炒股书籍趋势技术分析入门基础知识 量化投资python金融大数据";80.84;"袁霄";"Unknow";"人民邮电出版社"
"【当当网图书】Python金融实战案例精粹 斯文博士新作 基于Python的金融分析与风险管理姊妹篇 量化交易金融科技大";123.12;"斯文";"Unknow";"人民邮电出版社"
"【当当网图书】Python高性能编程 python编程从入门到实践python语言程序设计基础教程流畅的python机器";88.02;"戈雷利克";"Unknow";"人民邮电出版社"
"【当当网图书】中学生Python创意编程 青少年趣味游戏编程Python少儿编程教材零基础入门青少年编程学Python计";77.26;"方其桂";"Unknow";"人民邮电出版社"
"【当当网图书】乐学Python编程做个游戏很简单 少儿编程入门图书编程思维游戏编程教程教材书籍STEAM活动核心系列教材";68.33;"王振世";"Unknow";"清华大学出版社"
"【当当网图书】图解机器学习算法 Python3.7深度学习神经网络人工智能ai算法导论书籍计算机电脑视觉网络编程开发入门";71.33;"秋庭伸也";"2021-06-01";"人民邮电出版社"
"【当当网图书】天一图书 Python机器学习基础教程 机器学习算法 scikit learn库构建机器学习应用 编程技术";82.62;"安德里亚斯・穆勒";"Unknow";"人民邮电出版社"
"【当当网图书】学Python不加班 轻松实现办公自动化 python编程从入门到实战编程入门基础自学python爬虫计算";80.22;"Unknow";"2021-07-01";"人民邮电出版社"
"【当当网图书】官方正版 Python一行流 像专家一样写代码 Python从入门到精通Python语言程序设计基础教程";72.26;"克里斯蒂安・迈耶";"Unknow";"电子工业出版社"
"【当当网图书】官方正版 Python趣味编程入门 人工智能 青少年学编程 人工智能热门编程语言 附赠源代码文件 程序开发";60.33;"Unknow";"Unknow";"人民邮电出版社"
"【当当网图书】官方正版 青少年Python编程入门――图解Python 傅骞 王钰茹 从零开始学Python编程语言入门";57.6;"Unknow";"Unknow";"电子工业出版社"
"【当当网图书】实战Python网络爬虫 黄永祥 清华大学出版社 分布式爬虫 Scrapy框架网络数据采集抓取处理分析书籍";126.55;"黄永祥";"Unknow";"清华大学出版社"
"【当当网图书】小天才学Python 编程基础+教学指导 python基础教程从入门到精通 小学生c+趣味入门编程课程 少";124.46;"Unknow";"Unknow";"北京航空航天大学出版社"
"【当当网图书】少儿编程之旅 趣学Python Python青少年趣味编程 编程真好玩 编程入门零基础自学儿童编程少儿编程";52.61;"张霞";"Unknow";"人民邮电出版社"
"【当当网图书】数据结构 Python语言描述 第2二版 数据结构与算法分析入门python从入门到实战编程入门零基础自学";96.44;"Kenneth";"Unknow";"人民邮电出版社"
"【当当网图书】正版 Python Django Web从入门到项目实战 视频版 中级Web项目开发工程师技术书 Djan";142.78;"刘瑜";"Unknow";"电子工业出版社"
"【当当网图书】正版 Python商业数据分析 零售和电子商务案例详解 双色 零一 数据库 专业科技 电子工业出版社";88.49;"零一";"Unknow";"电子工业出版社"
"【当当网图书】正版 Python地理数据处理 python数据处理 ArcGIS 矢量数据 python书 编程计算机。";95.43;"Chris";"Unknow";"人民邮电出版社"
"【当当网图书】正版 Python绘图指南分形与数据可视化 胡洁 python基础教程 Python绘图和数据可视化方法技";100.03;"胡洁";"Unknow";"电子工业出版社"
"【当当网图书】正版 Python自动化办公 3分钟完成一天工作 利用Python自动化处理各类案头工作的实战教程 Pyt";99.41;"廖茂文";"Unknow";"电子工业出版社"
"【当当网图书】正版 Python高效开发实战 Django Tornado Flask Twisted 第3版三版刘长龙";120.94;"刘长龙";"Unknow";"电子工业出版社"
"【当当网图书】正版 精通Python爬虫框架Scrapy python网络 python3开发 scrapy教程 Web";72.03;"迪米特里奥斯";"Unknow";"人民邮电出版社"
"【当当网图书】正版Python Cookbook 第3版 中文版 经典Python图书升级版本 Python编程从入门到";112.51;"大卫・比斯利";"Unknow";"人民邮电出版社"
"【当当网图书】正版Python数据分析第2版 Python数据科学教程书第二版 Python数据分析机器学习时间序列图书";83.73;"阿曼多・凡丹戈";"Unknow";"人民邮电出版社"
"【当当网图书】用Python学数学 python编程从入门到实践python3快速上手程序员的数学基础课算法代数学几何学";88.64;"彼得・法雷尔";"2021-05-01";"人民邮电出版社"
"【当当网图书】笨办法学Python 3 进阶篇 视频教学 笨方法学Python核心编程流畅的Python 编程进阶指南";49.02;"泽德・A";"Unknow";"人民邮电出版社"
"【当当网图书】青少年Python创意编程趣味课堂（微课版） Python 少儿编程 小学生编程 青少年编程 软件工具 程";90.11;"方其桂";"Unknow";"清华大学出版社"
"【扫码看视频】 笨办法学python3 基础编程从入门到实践核心编程语言书籍 计算机程序设计从零到入门到实践笨方法学py";51.31;"泽德";"Unknow";"人民邮电出版社"
"【按需印刷】-Python与开源GIS：数据处理、空间分析与地图制图";108.0;"Unknow";"Unknow";"科学出版社"
"【新华书店 正版教材】中学生可以这样学Python 编程入门零基础 python爬虫数据分析编程书籍 儿童电脑编程基础自";53.9;"不详";"Unknow";"不详"
"【新华正版】利用Python进行数据分析(原书第2版)第二版 基础教程Python实践 从入门到精通计算机数据 精通数据";98.77;"McKinney";"2018-08-01";"机械工业出版社"
